_index,_type,_id,_score,_ignored/0,_source/general/name,_source/general/id,_source/general/contacts/website,_ignored/1
museum,_doc,65615,1,general.description.keyword,Историко-краеведческий музей Каневского района,65615,https://kanevskaya-muzey.kulturu.ru,
museum,_doc,6562,1,general.description.keyword,Чернушинский краеведческий музей им. В. Г. Хлопина,6562,http://museum59.ru,
museum,_doc,6564,1,general.description.keyword,Муниципальный историко-краеведческий музей Усть-Лабинского района,6564,https://muzeyustlab.wixsite.com/site,
museum,_doc,6565,1,general.description.keyword,Музей «Фридландские ворота»,6565,http://fvmuseum.ru,
museum,_doc,6568,1,general.description.keyword,Дом елецкого кружева,6568,http://elez-mezenat.ru,
museum,_doc,6570,1,general.description.keyword,Музей циркового искусства,6570,http://www.circus.spb.ru/ru/muzej,
museum,_doc,65705,1,general.description.keyword,Галерея современного искусства «Грани»,65705,http://grani-gallery.com,
museum,_doc,6572,1,general.description.keyword,Шумячский художественно-краеведческий музей,6572,http://shumyachi.museum67.ru/,
museum,_doc,6573,1,general.description.keyword,Музей-архив Д. И. Менделеева,6573,https://spbu.ru/muzey-arhiv-d-i-mendeleeva,
museum,_doc,6577,1,general.description.keyword,Музей истории Томска,6577,http://tomsk-story.ru,
museum,_doc,65774,1,general.description.keyword,Усть-Майский краеведческий музей,65774,https://km-ustmaisk.sakha.muzkult.ru,
museum,_doc,6578,1,general.description.keyword,Музей истории Ленинградского оптико-механического объединения,6578,http://www.lomo.ru/site/about/index.php?any=y&stid=153,
museum,_doc,6581,1,general.description.keyword,Музей Института истории Сибирского отделения РАН,6581,http://museum.sbras.ru/,
museum,_doc,6583,1,general.description.keyword,Тихорецкий историко-краеведческий музей,6583,https://muzey-tihoreck.ru,
museum,_doc,6584,1,general.description.keyword,Сеймчанский краеведческий музей,6584,https://s-museum.mag.muzkult.ru,
museum,_doc,65841,1,general.description.keyword,Дом-музей И. А. Бродского в д. Норинской,65841,https://vel-museum.ru,general.address.comment.keyword
museum,_doc,6585,1,general.description.keyword,Литературный дом-музей Ашальчи Оки,6585,http://alnashimuseum.ru/,
museum,_doc,6586,1,general.description.keyword,Новокузнецкий художественный музей,6586,http://artkuznetsk.ru,
museum,_doc,6587,1,general.description.keyword,Музей музыки и фольклора народов Якутии,6587,http://folkmuseum.ykt.ru,
museum,_doc,6593,1,general.description.keyword,Эльгяйский региональный музейно-экологический центр им. Б.Н. Андреева,6593,http://museum.sakha.ru/museum.php?id=115,
museum,_doc,6596,1,general.description.keyword,Знаменский районный историко-краеведческий музей,6596,http://znammuseum.ucoz.ru,
museum,_doc,6597,1,general.description.keyword,Школьный историко-краеведческий музей «Город на Севере России»,6597,http://gorodnasevere.ru,
museum,_doc,6598,1,general.description.keyword,Невинномысский историко-краеведческий музей,6598,http://museum.nevinsk.ru,
museum,_doc,66007,1,general.description.keyword,Краеведческий музей имени В. Я. Шишкова,66007,http://катанга-музей.рф,
museum,_doc,66023,1,general.description.keyword,Филиал «Мемориальный музей М.В.Исаковского»,66023,http://ugra.museum67.ru,
museum,_doc,66032,1,general.description.keyword,Выставочный зал г. Вельска,66032,http://vel-museum.ru,
museum,_doc,66043,1,general.description.keyword,Филиал«Дом-музей И.С.Соколова-Микитова»,66043,http://ugra.museum67.ru,
museum,_doc,66068,1,general.description.keyword,Александровский филиал,66068,https://знаменский-музей.рф,
museum,_doc,6609,1,general.description.keyword,Краеведческий музей имени В. А. Громова,6609,http://krmuseumgr.nnov.muzkult.ru,
museum,_doc,66124,1,general.description.keyword,Музей истории Петровского района,66124,https://p-museum.tmb.muzkult.ru/,
museum,_doc,6613,1,general.description.keyword,Музейно-выставочный центр г. Владивосток,6613,http://arseniev.org,
museum,_doc,6614,1,general.description.keyword,Музей Института биологии моря Дальневосточного отделения РАН,6614,http://museumimb.ru/,
museum,_doc,6618,1,general.description.keyword,Литературный музей города Пензы,6618,http://muzlitpenza.ru,
museum,_doc,6621,1,general.description.keyword,Музей Петуха,6621,http://muzeypetuha.ru,
museum,_doc,6622,1,general.description.keyword,Тиксинский музей изобразительного искусства и культуры Арктики,6622,http://museum.sakha.ru/museum.php?id=88,
museum,_doc,6623,1,general.description.keyword,Музей истории аэропорта «Иркутск»,6623,http://www.iktport.ru/,
museum,_doc,6625,1,general.description.keyword,Историко-технический музей Санкт-Петербургского Политехнического университета Петра Великого,6625,http://www.spbstu.ru,
museum,_doc,6626,1,general.description.keyword,Слободской музейно-выставочный центр,6626,http://vyatkamuseums.ru/slobodskoy,
museum,_doc,6627,1,general.description.keyword,Экспозиция подводной археологии Музея истории Кронштадта,6627,http://visitkronshtadt.ru,
museum,_doc,66271,1,general.description.keyword,Ногликский муниципальный краеведческий музей,66271,https://museum-nogliki.shl.muzkult.ru,
museum,_doc,6629,1,general.description.keyword,Музей истории города Новокуйбышевска,6629,http://mignsk.ru,
museum,_doc,6630,1,general.description.keyword,Муромцевский историко-краеведческий музей,6630,http://muromcevskiymuzey.omsk.muzkult.ru,
museum,_doc,6632,1,general.description.keyword,Музей детства А. М. Горького «Домик Каширина»,6632,http://www.museumgorkogo.ru,
museum,_doc,6640,1,general.description.keyword,Литературный музей Степана Щипачёва,6640,http://litmuseum.ukmpi.ru,
museum,_doc,6641,1,general.description.keyword,Анжеро-Судженский городской краеведческий музей,6641,http://as-museum.ucoz.ru,
museum,_doc,6643,1,general.description.keyword,Оленекский историко-этнографический музей народов Севера,6643,http://olenekmuseum.ucoz.com,
museum,_doc,66472,1,general.description.keyword,Музей Красногвардейского укрепрайона,66472,https://укрепрайон.рф,
museum,_doc,66475,1,general.description.keyword,Музей «Дачная столица»,66475,https://дачная-столица.рф/muzej-dachnaya-stolitsa/,
museum,_doc,66476,1,general.description.keyword,•	Музей под открытым небом «Ширинский Археологический парк»,66476,https://xn----jtbfcaahddxg8ap7a5d.xn--p1ai/,
museum,_doc,6648,1,general.description.keyword,Тверской краеведческий музей,6648,http://www.tvermuzeum.ru,
museum,_doc,66483,1,general.description.keyword,«Светлоградский историко-краеведческий музей имени И.М. Солодилова»,66483,http://sikm.ru/,
museum,_doc,6650,1,general.description.keyword,Нижнеудинский краеведческий музей,6650,http://www.museum.ru/M993,
museum,_doc,6652,1,general.description.keyword,Муромский историко-художественный музей,6652,http://www.museum-murom.ru,
museum,_doc,6654,1,general.description.keyword,Музей Государственного университета морского и речного флота имени адмирала С. О. Макарова,6654,http://gumrf.ru/struct_muz.html,
museum,_doc,66540,1,general.description.keyword,Выставочный центр,66540,http://bormus.ucoz.ru,
museum,_doc,6655,1,general.description.keyword,Музей-заповедник «Красная Горка»,6655,http://www.redhill-kemerovo.ru,
museum,_doc,6656,1,general.description.keyword,Мемориальный музей Героя Советского Союза Х. Б. Андрухаева,6656,http://museum-andrukhaeva.ru,
museum,_doc,66567,1,general.description.keyword,«Пушкарь» военно-историческая экспозиция,66567,https://kronfort.com/museum-pushkar/,general.address.comment.keyword
museum,_doc,6657,1,general.description.keyword,Мариинский городской краеведческий музей,6657,http://www.mariinsk-tur.ru/,
museum,_doc,66573,1,general.description.keyword,Музей маячной службы,66573,https://kronfort.com/mayak/,general.address.comment.keyword
museum,_doc,6660,1,general.description.keyword,Музей истории и этнографии,6660,http://narovchat.museum-penza.ru/about,
museum,_doc,66629,1,general.description.keyword,Музей «Шахтерская слава»,66629,https://mvc-belovo.kmr.muzkult.ru,
museum,_doc,6663,1,general.description.keyword,Культурный центр лофт-проект «Этажи»,6663,http://www.loftprojectetagi.ru,
museum,_doc,6665,1,general.description.keyword,Чусовской музей,6665,http://chus-kraeved-muzeum.ru,
museum,_doc,66661,1,general.description.keyword,Филиал музея физической культуры и спорта Кузбасса,66661,https://csp-kem.ru/news/museum/muzey-fizicheskoy-kultury-i-sporta-kuzbassa/,
museum,_doc,6668,1,general.description.keyword,Музей «В мире сказки»,6668,http://www.smolensk-museum.ru/catalog/v_mire_skazki,
museum,_doc,66704,1,general.description.keyword,Районный историко-краеведческий музей,66704,http://rikmuz.ru,
museum,_doc,6672,1,general.description.keyword,Музей природы,6672,http://www.borok.ru/museums/nature/index.shtml,
museum,_doc,66722,1,general.description.keyword,Павильон Транспорта СССР,66722,https://www.mtmuseum.com/mechtamoskvicha,
museum,_doc,6676,1,,Музей «Пермской системы» Пермского государственного университета,6676,http://www.psu.ru,
museum,_doc,6678,1,general.description.keyword,Историко-спортивный музей Сибирского государственного университета физической культуры и спорта,6678,http://www.sibsport.ru,
museum,_doc,6681,1,general.description.keyword,Музей «Природа моря и её охрана»,6681,http://dvmarine.ru,
museum,_doc,6682,1,general.description.keyword,Центральный научно-исследовательский геологоразведочный музей им. академика Ф.Н. Чернышева,6682,http://www.vsegei.ru/ru/,
museum,_doc,66822,1,general.description.keyword,Отдел музейной работы МУК «Усвятский РЦК»,66822,http://usmuzei.ucoz.ru,
museum,_doc,6683,1,general.description.keyword,Государственный историко-архитектурный и этнографический музей-заповедник «Кижи»,6683,http://kizhi.karelia.ru,
museum,_doc,6689,1,,Суксунский историко-краеведческий музей,6689,http://prosuksun.ru,
museum,_doc,6691,1,general.description.keyword,Муниципальное бюджетное учреждение культуры «Музей А.Г. Малышкина»,6691,http://muzeyagm.ucoz.com/,
museum,_doc,6692,1,general.description.keyword,Музей истории Пролетарского завода,6692,http://www.proletarsky.ru,
museum,_doc,6693,1,general.description.keyword,Абыйский краеведческий музей,6693,http://museum.sakha.ru/museum.php?id=11,
museum,_doc,6695,1,general.description.keyword,Музей А. И. Покрышкина,6695,http://www.ntmm.ru,
museum,_doc,66951,1,general.description.keyword,Музей вепсской культуры,66951,http://km-babaevo.vlg.muzkult.ru/,
museum,_doc,66952,1,general.description.keyword,Борисовский краеведческий музей им. Ю.А.Голубцова,66952,http://km-babaevo.vlg.muzkult.ru/,
museum,_doc,66953,1,general.description.keyword,Пожарский краеведческий музей им. В.С.Басникова,66953,http://km-babaevo.vlg.muzkult.ru/,
museum,_doc,66956,1,general.description.keyword,Тимошинский краеведческий музей им. А.В.Ульянова,66956,http://km-babaevo.vlg.muzkult.ru/,
museum,_doc,6698,1,general.description.keyword,Музей истории города Хабаровска,6698,http://museumkhv.ru,
museum,_doc,6699,1,general.description.keyword,Музей зоологии позвоночных при ИГУ,6699,http://biosoil.isu.ru/ru/about/,
museum,_doc,6703,1,general.description.keyword,Центр изучения истории и культуры Демянского района,6703,http://dem-ciik.nov.muzkult.ru,
museum,_doc,67091,1,general.description.keyword,Музей «Суздальская дружина» г. Суздаль,67091,https://museumsuzdal.ru/,
museum,_doc,6710,1,general.description.keyword,Музей истории завода «Двигатель»,6710,http://gidropribor.ru.62-213-111-107.ppa.listkom.ru/museum,
museum,_doc,6711,1,general.description.keyword,Новохоперский краеведческий музей,6711,http://novohopmuzei.jimdo.com,
museum,_doc,6717,1,general.description.keyword,Музейный комплекс города Казани,6717,https://nkc-kazan.ru/museums,
museum,_doc,6719,1,general.description.keyword,Музей изобразительных искусств Музейного ресурсного центра,6719,http://museum-noyabrsk.ru,
museum,_doc,6720,1,general.description.keyword,Музей Музей археологии и этнографии ОмПГУ,6720,http://www.omgpu.ru/directory/museum-ethnology,
museum,_doc,6721,1,general.description.keyword,Музей истории Омского химико-механического техникума,6721,http://mgutu-omsk.3dn.ru,
museum,_doc,67239,1,general.description.keyword,Музей Altes Haus,67239,https://alteshaus.ru/,
museum,_doc,6724,1,general.description.keyword,Пермская государственная художественная галерея,6724,http://permartmuseum.com,
museum,_doc,67248,1,general.description.keyword,Музей,67248,https://bam-museum.ru/,
museum,_doc,6725,1,general.description.keyword,Бердский историко-художественный музей,6725,http://museum-berdsk.ru,
museum,_doc,67270,1,general.description.keyword,Отдел декоративно-прикладного искусства Глазовского краеведческого музея,67270,https://glazovmuseum.ru/,
museum,_doc,6730,1,general.description.keyword,МКУ Мытский краеведческий музей,6730,https://museum-mit.ivn.muzkult.ru/,
museum,_doc,6731,1,general.description.keyword,Музей Омского летно-технического колледжа гражданской авиации,6731,http://oltuga-spo.ru/page42,
museum,_doc,67312,1,general.description.keyword,Историко-краеведческий музей,67312,http://rck-pustoshka.ru,
museum,_doc,6733,1,general.description.keyword,Музей истории Омского педагогического училища №1,6733,http://opk1.ru/about/istoricheskaya-spravka.php,
museum,_doc,67338,1,general.description.keyword,Дворец молодежи г. Кызыл,67338,https://ansayany.tuva.muzkult.ru/,
museum,_doc,6735,1,general.description.keyword,Музей Института мерзлотоведения СО РАН,6735,http://mpi.ysn.ru/,
museum,_doc,6736,1,general.description.keyword,Музей-заповедник «Кузнецкая крепость»,6736,http://kuzn-krepost.ru,
museum,_doc,6737,1,general.description.keyword,Старочеркасский историко-архитектурный музей-заповедник,6737,http://siamz-ro.ru,
museum,_doc,67371,1,general.description.keyword,Выставочный зал г. Большой Камень,67371,https://bk-gck.vl.muzkult.ru/,
museum,_doc,6739,1,general.description.keyword,Музей истории г. Иркутска,6739,http://irkmuseum.ru,
museum,_doc,67391,1,general.description.keyword,Казачий стан «Сосновое»,67391,http://kultura-novosk.ru/kazachiy_stan_sosnovoje.html,
museum,_doc,6740,1,general.description.keyword,Научно-исследовательский музей при Российской академии художеств,6740,http://www.artsacademymuseum.org,
museum,_doc,6741,1,general.description.keyword,Верхнетоемский историко-краеведческий музей,6741,http://muzeiverkh.jimdo.com,
museum,_doc,6742,1,general.description.keyword,Воркутинский музейно-выставочный центр,6742,http://museumworkuta.ru,
museum,_doc,6743,1,general.description.keyword,Музей истории потребительской кооперации Кировской области,6743,http://www.museum.ru/M2891,
museum,_doc,67433,1,general.description.keyword,МБУК «Холм-Жирковский историко–краеведческий музей»,67433,http://holm-zhirki.museum67.ru,
museum,_doc,67435,1,general.description.keyword,Усть-Алданский историко-краеведческий музей им. Сэьэн Ардьакыап,67435,https://bmiu.ru,
museum,_doc,6744,1,general.description.keyword,Эколого-этнографический музей БУК «Библиотечно-музейный центр» города Радужный,6744,http://bukbmc.ru,
museum,_doc,6747,1,general.description.keyword,Музей «Детская картинная галерея»,6747,http://www.chgal.ssu.samara.ru,
museum,_doc,6750,1,general.description.keyword,Тандинский историко-краеведческий музей им. И.П. Готовцева,6750,http://museum.sakha.ru/museum.php?id=66,
museum,_doc,6752,1,general.description.keyword,Костромской архитектурно-этнографический и ландшафтный музей-заповедник «Костромская слобода»,6752,http://kostrsloboda.ru,
museum,_doc,67545,1,general.description.keyword,Троицкий районный краеведческий музей МБУК «ТМКЦ»,67545,https://troimuzei.kulturu.ru,
museum,_doc,6757,1,general.description.keyword,Государственный исторический музей Южного Урала,6757,http://www.chelmuseum.ru,
museum,_doc,6758,1,general.description.keyword,Ипатовский музей,6758,http://www.ipatmuz.ru,
museum,_doc,6760,1,general.description.keyword,Картинная галерея Е.М. Лунина,6760,http://lunin-gallery.ru,
museum,_doc,6761,1,general.description.keyword,Краеведческий музей имени супругов Жерноклёвых,6761,https://музей-жерноклевых.рф,
museum,_doc,67610,1,general.description.keyword,Отдел по музейной деятельности Поспелихинский краеведческий музей МБУК МфКЦ Поспелихинского района,67610,http://pospelmuseum.ucoz.net/,
museum,_doc,6764,1,general.description.keyword,Новосибирский музей игрушки,6764,http://www.sibvernisage.ru/,
museum,_doc,67641,1,general.description.keyword,Историко-краеведческий музей Суоярвского района,67641,http://biblio-suoyarvi.ru,
museum,_doc,6767,1,general.description.keyword,Кежемский историко-этнографический музей имени Ю. С. Кулаковой,6767,https://muzei-kodinsk.ru,
museum,_doc,6769,1,general.description.keyword,Музей воздушно-десантных войск «Крылатая гвардия»,6769,http://museumvdv.ru/index.php,
museum,_doc,6770,1,general.description.keyword,Музей «греха»,6770,http://TGU-med.ru,
museum,_doc,6772,1,general.description.keyword,Сергиевский историко-краеведческий музей,6772,https://www.muzei163.ru,
museum,_doc,6774,1,general.description.keyword,Зоологический музей Дальневосточного государственного университета,6774,http://museum.wl.dvgu.ru/muszoo.htm,
museum,_doc,6776,1,general.description.keyword,Краеведческий музей Бурейского района,6776,http://burmuseum.ru,
museum,_doc,6777,1,general.description.keyword,Музей Балтийского флота,6777,http://navalmuseum.ru/filials/baltic_fleet,
museum,_doc,6778,1,general.description.keyword,Музей Ахмет-Заки Валиди,6778,http://museumrb.ru,
museum,_doc,6779,1,general.description.keyword,Музей А. И. Полежаева филиал Музея боевого и трудового подвига 1941−1945 гг.,6779,http://patriotrm.clan.su,
museum,_doc,6780,1,general.description.keyword,Уральский геологический музей,6780,http://ugm.ursmu.ru,
museum,_doc,6781,1,general.description.keyword,Верещагинский музейно-культурный центр,6781,http://vrkm.my1.ru,
museum,_doc,6783,1,general.description.keyword,Анапский археологический музей,6783,http://museumanapa.ru,
museum,_doc,6784,1,general.description.keyword,Саянский краеведческий музей,6784,http://muzei-aginskoe.krn.muzkult.ru/contacts,
museum,_doc,6785,1,,Музей сновидений Зигмунда Фрейда Восточно-Европейского института психоанализа,6785,http://www.freud.ru,
museum,_doc,6786,1,general.description.keyword,Областной краеведческий музей г. Биробиджана,6786,https://okm79.ru,
museum,_doc,6787,1,general.description.keyword,Музей Берингийского наследия пос. Провидения,6787,http://museumbering.ru,
museum,_doc,67909,1,general.description.keyword,Музей Чуйского тракта,67909,https://бийский-музей.рф,
museum,_doc,6791,1,general.description.keyword,Славгородский городской краеведческий музей,6791,http://www.slavmuseum.ru,
museum,_doc,67912,1,general.description.keyword,Выставочный зал МБУ «Бийский краеведческий музей им. В.В. Бианки»,67912,https://бийский-музей.рф,
museum,_doc,67917,1,general.description.keyword,Исторический отдел МБУ «Бийский краеведческий музей им. В.В. Бианки»,67917,https://бийский-музей.рф,
museum,_doc,6792,1,general.description.keyword,Бижбулякский историко-этнографический музей,6792,http://bmo.ucoz.ru,
museum,_doc,6794,1,general.description.keyword,Каргопольский историко-архитектурный и художественный музей,6794,http://www.karmuseum.ru,
museum,_doc,6795,1,general.description.keyword,Музей археологии и этнографии Сыктывкарского государственного университета,6795,http://www.komi.com/eam,
museum,_doc,6797,1,general.description.keyword,Вологодская областная картинная галерея,6797,http://www.vologda-gallery.ru,
museum,_doc,6799,1,general.description.keyword,Шеркальский этнографический музей,6799,http://muzei-sherkali.hmansy.muzkult.ru,
museum,_doc,67990,1,general.description.keyword,Музейный отдел МУК «МКДЦ» села Красный Чикой,67990,https://mkdc-chikoy.chita.muzkult.ru/meropr11,
museum,_doc,67994,1,general.description.keyword,Историко-художественный музей,67994,https://pavlovsk-museum.jimdofree.com,
museum,_doc,6800,1,general.description.keyword,Сивинский краеведческий музей,6800,https://museumsiva.ru,
museum,_doc,6801,1,general.description.keyword,Музей гигиены Городского центра медицинской профилактики г. Cанкт-Петербурга,6801,http://gcmp.ru,
museum,_doc,68024,1,general.description.keyword,Музейно-выставочный комплекс «Константиновская батарея»,68024,http://ravelink.ru,
museum,_doc,6803,1,general.description.keyword,Историко – мемориальный музей «Командный пункт Воронежского фронта»,6803,http://kursk-museum.ru,
museum,_doc,68048,1,general.description.keyword,Дом–музей А.А. Угрюмова,68048,https://tarnog.vlg.muzkult.ru/,
museum,_doc,6806,1,general.description.keyword,Советский районный краеведческий музей,6806,https://совмузей.рф,
museum,_doc,6807,1,general.description.keyword,Историко-этнографический музей «Чолкой»,6807,http://www.cholkoi.ru,
museum,_doc,6808,1,general.description.keyword,Музей г. Северска,6808,http://www.museum-seversk.ru,
museum,_doc,6809,1,general.description.keyword,Музей становления демократии в современной России им. А. Собчака,6809,http://sobchak.org/site/fond.html,
museum,_doc,68093,1,general.description.keyword,Картинная галерея имени Наума Матвеевича Засимова,68093,https://sargy-tunulgete.saha.muzkult.ru/galereya,
museum,_doc,6810,1,general.description.keyword,Скопинский краеведческий музей,6810,http://skopinmuseum.ru,
museum,_doc,6812,1,general.description.keyword,Камчатский краевой объединенный музей,6812,http://www.kamchatka-museum.ru,
museum,_doc,6814,1,general.description.keyword,Алейский историко-краеведческий музей,6814,http://www.museum.ru/M2269,
museum,_doc,6816,1,general.description.keyword,Нюксенский районный краеведческий музей,6816,http://музей.нюксеница.рф,
museum,_doc,6817,1,general.description.keyword,Музей истории Омской государственной медицинской академии,6817,http://omsk-osma.ru,
museum,_doc,68182,1,general.description.keyword,Музей елабужского купечества,68182,https://museums.kpfu.ru/muzey-elabuzhskogo-kupechestva/,
museum,_doc,68183,1,general.description.keyword,Музей археологии и истории Татарстана Елабужского института КФУ,68183,https://kpfu.ru/elabuga/struktura-instituta/vspomogatelnye-podrazdeleniya/muzejnyj-kompleks/muzej-arheologii-tatarstana,
museum,_doc,68191,1,general.description.keyword,Музей-заповедник «Белдир-Кежии»,68191,http://museum.tuva.ru/,
museum,_doc,68193,1,general.description.keyword,Историко-культурный музей-заповедник «Долина царей»,68193,http://museum.tuva.ru/,
museum,_doc,6821,1,general.description.keyword,Музей истории народного образования Республики Карелия,6821,http://www.kiro-karelia.ru,
museum,_doc,6822,1,general.description.keyword,Историко-этнографический музей «Усадьба Гальских»,6822,http://чермо.рф,
museum,_doc,6823,1,general.description.keyword,Музей истории медицины Алтая,6823,http://mima1993.ucoz.ru,
museum,_doc,6825,1,general.description.keyword,Карагайский краеведческий музей,6825,http://karagaymuseum.ru,
museum,_doc,68269,1,general.description.keyword,МБУК «Можайский КДЦ» Выставочный отдел,68269,https://rkdc-mozhajsk.mo.muzkult.ru/places,
museum,_doc,6827,1,general.description.keyword,Зоологический музей имени Д. Н. Флорова,6827,http://museum.pgsga.ru/museum_zoo,
museum,_doc,6828,1,general.description.keyword,Верхнетагильский историко-краеведческий музей,6828,http://www.vtagilmuzey.ru,
museum,_doc,6829,1,general.description.keyword,Кардымовский историко-краеведческий музей,6829,http://kardymovo.museum67.ru,
museum,_doc,68301,1,general.description.keyword,Музей «Келломяки-Комарово»,68301,https://www.razlivmuseum.spb.ru/2021-05-17-14-42-00.html,
museum,_doc,6833,1,general.description.keyword,Славянский историко-краеведческий музей,6833,http://slav-museum.slavkultur.ru/,
museum,_doc,68346,1,general.description.keyword,Муниципальное бюджетное учреждение культуры «Сосновоборский городской музей»,68346,https://sbor-gm.ru,
museum,_doc,68364,1,general.description.keyword,Музеи Детства «‎Сказки Арбат 16»,68364,https://arbat-16.com,
museum,_doc,6837,1,general.description.keyword,Камышловский краеведческий музей,6837,http://muzei-kam.ru,
museum,_doc,6838,1,general.description.keyword,Народный музей истории детского движения Омской области,6838,http://museum-gdt.blogspot.com,
museum,_doc,68387,1,general.description.keyword,Музей PRO Мусор,68387,https://promusorv.ru/,
museum,_doc,6839,1,general.description.keyword,Литературно-краеведческий музей Константина Бальмонта,6839,http://balmontmuseum.ru,
museum,_doc,6840,1,general.description.keyword,Ижемский районный историко-краеведческий музей,6840,http://www.museum-izhma.ru,
museum,_doc,68409,1,general.description.keyword,Выставочный зал Союза художников Бурятии,68409,https://vk.link/artistsbur,
museum,_doc,6841,1,general.description.keyword,Приуральский районный краеведческий музей,6841,http://priuralye-rkm.ru,
museum,_doc,6842,1,general.description.keyword,Мемориальный музей-усадьба художника Н. А. Ярошенко,6842,http://museumyaroshenko.ru,
museum,_doc,6843,1,general.description.keyword,Колосовский историко-краеведческий музей,6843,https://koloskraev-muz.kulturu.ru,
museum,_doc,6844,1,general.description.keyword,Музей природы Астраханского государственного природного биосферного заповедника,6844,http://astrakhanzapoved.ru,
museum,_doc,6846,1,general.description.keyword,Холмский муниципальный естественнонаучный музей,6846,http://sakhalin-museums.ru,
museum,_doc,6849,1,general.description.keyword,Ковровский историко-мемориальный музей,6849,http://www.kovrov-museum.ru,
museum,_doc,6851,1,general.description.keyword,Семеновский историко-художественный музей,6851,http://www.semenov-museum.ru,
museum,_doc,6853,1,general.description.keyword,Кизильский историко-краеведческий музей,6853,https://muzeikizil.chel.muzkult.ru/about,
museum,_doc,6856,1,general.description.keyword,Галерея «Тиоиндиго»,6856,http://tioindigo.ru,
museum,_doc,6862,1,general.description.keyword,Государственный мемориальный музей А. А. Кадырова,6862,https://museum-kurchaloy.mk95.ru,
museum,_doc,68628,1,general.description.keyword,МБУК «Топкинский исторический музей»,68628,https://тим42.рф/,
museum,_doc,6864,1,general.description.keyword,Музей-заповедник А. С. Пушкина «Болдино»,6864,http://www.boldinomuzey.ru,
museum,_doc,68644,1,general.description.keyword,Республиканский музей истории государственности Республики Саха (Якутия) им. М.К. Аммосова,68644,http://yakutmuseum.ru/about/filialy/muzej-istorii-gosudarstvennosti-rs-ya-im-m-k-ammosova/,
museum,_doc,68646,1,general.description.keyword,Черкехский историко-мемориальный музей «Якутская политическая ссылка»,68646,http://yakutmuseum.ru/about/filialy/cherkehskij-istoriko-memorialnyj-muzej/,
museum,_doc,68647,1,general.description.keyword,Дом-музей «Якутская ссылка»,68647,http://yakutmuseum.ru/about/filialy/dom-muzej-yakutskaya-ssylka/,
museum,_doc,6866,1,general.description.keyword,Краснотуранский историко-этнографический музей,6866,http://www.museum.ru/M1404,
museum,_doc,6867,1,general.description.keyword,Галерея «Красный мост»,6867,http://red-bridge.info,
museum,_doc,6868,1,general.description.keyword,Ирбитский государственный музей мотоциклов,6868,http://www.gbuksoigmm.ru,
museum,_doc,6869,1,general.description.keyword,Галерея современного искусства «Арка»,6869,http://www.arkagallery.ru,
museum,_doc,6870,1,general.description.keyword,"Музей К. Э. Циолковского, авиации и космонавтики",6870,https://dkc43.ru,
museum,_doc,6872,1,general.description.keyword,Новороссийский исторический музей-заповедник,6872,http://novomuseum.ru,
museum,_doc,6873,1,general.description.keyword,Музей Москвы,6873,http://mosmuseum.ru,
museum,_doc,68741,1,general.description.keyword,Музей «Ковров - город оружейной славы»,68741,http://www.kovrov-museum.ru/,
museum,_doc,6875,1,general.description.keyword,Галичский краеведческий музей,6875,http://kosmuseum.ru,
museum,_doc,6877,1,general.description.keyword,Историко-краеведческий музей Печенгского района,6877,http://nikelmuzei.ru,
museum,_doc,6878,1,general.description.keyword,Алатырский краеведческий музей,6878,http://alatyr-km.ru,
museum,_doc,6879,1,general.description.keyword,Музей «Русский Левша»,6879,https://chudomuzey.ru,
museum,_doc,6880,1,general.description.keyword,Дом-музей скульптора А. В. Чиркина,6880,https://kasli-museum.chel.muzkult.ru/,
museum,_doc,6881,1,general.description.keyword,Галерея DiDi,6881,http://didigallery.com,
museum,_doc,6882,1,general.description.keyword,Национальный музей Республики Адыгея,6882,http://adyg-museum.ru,
museum,_doc,68854,1,general.description.keyword,Музей оптических иллюзий,68854,https://вднх55.рф,
museum,_doc,6886,1,general.description.keyword,Арт-галерея «Дар»,6886,http://www.dargallery.ru/,
museum,_doc,68866,1,general.description.keyword,"Музей оптических иллюзий на Невском проспекте, 3",68866,https://smile-park.ru,
museum,_doc,6887,1,general.description.keyword,Дорогобужский историко-краеведческий музей,6887,http://dorogobuzh.museum67.ru,
museum,_doc,6889,1,general.description.keyword,Музей Мусы Муртазина,6889,https://uchaly-ikm.ru,
museum,_doc,68896,1,general.description.keyword,Музей «В Тишине» в г. Тула,68896,https://museuminsilence.ru,
museum,_doc,6891,1,general.description.keyword,Голышмановский краеведческий музей имени Бориса Оттовича Сухова,6891,http://golcbs.ru/index/narodnyj_kraevedcheskij_muzej/0-166,
museum,_doc,6892,1,general.description.keyword,Литературно-музыкальный музей «Дача Шаляпина»,6892,http://dacha-shalyapina.ru,
museum,_doc,68924,1,general.description.keyword,Музей иллюзий «Мозголомка»,68924,https://vl.mc-arlekin.ru/index.php/braincrash,
museum,_doc,6894,1,general.description.keyword,Художественная галерея г. Норильска,6894,https://norilskmuseum.ru,
museum,_doc,68956,1,general.description.keyword,Сад-дендрарий и дом-музей Ракицкого,68956,https://tarusagarden.ru,
museum,_doc,68959,1,general.description.keyword,Чурапчинский музей истории и этнографии им. А. А. Саввина,68959,http://museumchur.ru,
museum,_doc,68985,1,general.description.keyword,Музей занимательных наук Эйнштейна г. Нальчика,68985,https://muzej-zanimatelnyh-nauk-ulitsa-inessy-armand.clients.site,
